lam,Gavg
6.76E-07,0.053269342
6.76E-07,0.053404239
6.77E-07,0.053996988
6.77E-07,0.054213806
6.78E-07,0.05434055
6.78E-07,0.054666377
6.79E-07,0.055033936
6.79E-07,0.055341695
6.80E-07,0.055565626
6.80E-07,0.055955708
6.81E-07,0.056240234
6.81E-07,0.056685049
6.82E-07,0.056779893
6.82E-07,0.05714872
6.83E-07,0.057624162
6.83E-07,0.057898181
6.84E-07,0.058163702
6.84E-07,0.058518518
6.85E-07,0.058737839
6.85E-07,0.059210204
6.86E-07,0.059661094
6.86E-07,0.059843664
6.87E-07,0.060206201
6.87E-07,0.060495948
6.88E-07,0.061037096
6.88E-07,0.06108328
6.89E-07,0.061555743
6.89E-07,0.061858494
6.90E-07,0.062087679
6.90E-07,0.062753658
6.91E-07,0.062728219
6.91E-07,0.063213267
6.92E-07,0.063479562
6.92E-07,0.064029157
6.93E-07,0.064402946
6.93E-07,0.064657366
6.94E-07,0.065007572
6.94E-07,0.065371913
6.95E-07,0.065815854
6.95E-07,0.065975856
6.96E-07,0.066532229
6.96E-07,0.066720571
6.97E-07,0.067185202
6.97E-07,0.067614372
6.98E-07,0.068055317
6.98E-07,0.06828137
6.99E-07,0.06868978
6.99E-07,0.06901986
7.00E-07,0.069333912
7.00E-07,0.069762233
7.01E-07,0.070487876
7.01E-07,0.070448114
7.02E-07,0.070947402
7.02E-07,0.071010497
7.03E-07,0.072000701
7.03E-07,0.071887262
7.04E-07,0.072501219
7.04E-07,0.072760905
7.05E-07,0.073016969
7.05E-07,0.073718416
7.06E-07,0.074090595
7.06E-07,0.074359711
7.07E-07,0.074548441
7.07E-07,0.075257512
7.08E-07,0.075673057
7.08E-07,0.076090964
7.09E-07,0.076511252
7.09E-07,0.076834293
7.10E-07,0.077204957
7.10E-07,0.077425917
7.11E-07,0.078255814
7.11E-07,0.078449832
7.12E-07,0.078814501
7.12E-07,0.079314587
7.13E-07,0.079967817
7.13E-07,0.079919368
7.14E-07,0.080398659
7.14E-07,0.080785629
7.15E-07,0.08122284
7.15E-07,0.081691244
7.16E-07,0.081942637
7.16E-07,0.082531093
7.17E-07,0.082729282
7.17E-07,0.083412433
7.18E-07,0.083988586
7.18E-07,0.084419746
7.19E-07,0.084745889
7.19E-07,0.085365451
7.20E-07,0.085828188
7.20E-07,0.086493886
7.21E-07,0.086932523
7.21E-07,0.08714681
7.22E-07,0.088053777
7.22E-07,0.088574314
7.23E-07,0.089039986
7.23E-07,0.089457955
7.24E-07,0.089937221
7.24E-07,0.09016896
7.25E-07,0.090966707
7.25E-07,0.091261429
7.26E-07,0.09209669
7.26E-07,0.092386418
7.27E-07,0.092743751
7.27E-07,0.09297003
7.28E-07,0.093592954
7.28E-07,0.094121082
7.29E-07,0.094523849
7.29E-07,0.095248134
7.30E-07,0.09522528
7.30E-07,0.095718837
7.31E-07,0.096146617
7.31E-07,0.09679157
7.32E-07,0.096877161
7.32E-07,0.097696979
7.33E-07,0.097989943
7.33E-07,0.098532373
7.34E-07,0.098931964
7.34E-07,0.099169994
7.35E-07,0.100254727
7.35E-07,0.100717615
7.36E-07,0.100978263
7.36E-07,0.101471606
7.37E-07,0.102514639
7.37E-07,0.102644615
7.38E-07,0.10376929
7.38E-07,0.103751634
7.39E-07,0.104256976
7.39E-07,0.105070072
7.40E-07,0.105828614
7.40E-07,0.106063994
7.41E-07,0.106450942
7.41E-07,0.107426313
7.42E-07,0.107692581
7.42E-07,0.108583573
7.43E-07,0.109089994
7.43E-07,0.109815651
7.44E-07,0.110075711
7.44E-07,0.11125469
7.45E-07,0.111458657
7.45E-07,0.112068181
7.46E-07,0.112141529
7.46E-07,0.112883735
7.47E-07,0.113297137
7.47E-07,0.11333346
7.48E-07,0.113418113
7.48E-07,0.113772132
7.49E-07,0.11389254
7.49E-07,0.113521561
7.50E-07,0.113948255
7.50E-07,0.113914266
7.51E-07,0.114027927
7.51E-07,0.114226964
7.52E-07,0.114067242
7.52E-07,0.11414648
7.53E-07,0.113577939
7.53E-07,0.113884107
7.54E-07,0.114045811
7.54E-07,0.113877818
7.55E-07,0.113960956
7.55E-07,0.114507205
7.56E-07,0.114330467
7.56E-07,0.114996191
7.57E-07,0.115447636
7.57E-07,0.116029651
7.58E-07,0.117500324
7.58E-07,0.118153773
7.59E-07,0.118997824
7.59E-07,0.120703373
7.60E-07,0.121484766
7.60E-07,0.122823909
7.61E-07,0.123717334
7.61E-07,0.125229064
7.62E-07,0.126841344
7.62E-07,0.127553805
7.63E-07,0.12945075
7.63E-07,0.131080395
7.64E-07,0.132716898
7.64E-07,0.134259712
7.65E-07,0.134938515
7.65E-07,0.137135448
7.66E-07,0.138050775
7.66E-07,0.139752429
7.67E-07,0.141393083
7.67E-07,0.14219042
7.68E-07,0.144031478
7.68E-07,0.145331193
7.69E-07,0.147098874
7.69E-07,0.148038859
7.70E-07,0.149616513
7.70E-07,0.151051038
7.71E-07,0.152361493
7.71E-07,0.153765981
7.72E-07,0.155213717
7.72E-07,0.15649853
7.73E-07,0.157954799
7.73E-07,0.159439204
7.74E-07,0.160146511
7.74E-07,0.161580516
7.75E-07,0.163164343
7.75E-07,0.164670866
7.76E-07,0.166300641
7.76E-07,0.167800121
7.77E-07,0.16806729
7.77E-07,0.169512305
7.78E-07,0.171487154
7.78E-07,0.172341197
7.79E-07,0.174308859
7.79E-07,0.175075563
7.80E-07,0.176433291
7.80E-07,0.178689495
7.81E-07,0.179542309
7.81E-07,0.180618303
7.82E-07,0.18273914
7.82E-07,0.182477335
7.83E-07,0.185794122
7.83E-07,0.186651937
7.84E-07,0.187966406
7.84E-07,0.188795805
7.85E-07,0.191203355
7.85E-07,0.192908569
7.86E-07,0.194142824
7.86E-07,0.194695426
7.87E-07,0.196883658
7.87E-07,0.198532184
7.88E-07,0.199765085
7.88E-07,0.202366979
7.89E-07,0.203561602
7.89E-07,0.204742013
7.90E-07,0.205740169
7.90E-07,0.208126827
7.91E-07,0.2097235
7.91E-07,0.210654388
7.92E-07,0.2122206
7.92E-07,0.214297199
7.93E-07,0.215111284
7.93E-07,0.216315396
7.94E-07,0.21887336
7.94E-07,0.220669079
7.95E-07,0.222422584
7.95E-07,0.223564567
7.96E-07,0.225413698
7.96E-07,0.226319612
7.97E-07,0.228854425
7.97E-07,0.230717992
7.98E-07,0.231832234
7.98E-07,0.233471902
7.99E-07,0.235375315
7.99E-07,0.238404102
8.00E-07,0.24011835
8.00E-07,0.24100903
8.01E-07,0.243219446
8.01E-07,0.245039365
8.02E-07,0.247209071
8.02E-07,0.247016456
8.03E-07,0.249816055
8.03E-07,0.251441833
8.04E-07,0.251829392
8.04E-07,0.256042801
8.05E-07,0.257776064
8.05E-07,0.258745795
8.06E-07,0.262026897
8.06E-07,0.263328116
8.07E-07,0.26413631
8.07E-07,0.265957346
8.08E-07,0.268558456
8.08E-07,0.271302185
8.09E-07,0.272354406
8.09E-07,0.274271714
8.10E-07,0.276996176
8.10E-07,0.278865799
8.11E-07,0.281377799
8.11E-07,0.282395861
8.12E-07,0.285140788
8.12E-07,0.287138253
8.13E-07,0.289340011
8.13E-07,0.290816979
8.14E-07,0.293736855
8.14E-07,0.296352851
8.15E-07,0.29899526
8.15E-07,0.299418696
8.16E-07,0.302617291
8.16E-07,0.303278374
8.17E-07,0.307097951
8.17E-07,0.307666846
8.18E-07,0.310975886
8.18E-07,0.312834232
8.19E-07,0.316988363
8.19E-07,0.316698888
8.20E-07,0.321019383
8.20E-07,0.325466694
8.21E-07,0.326850612
8.21E-07,0.328202567
8.22E-07,0.330261134
8.22E-07,0.332320025
8.23E-07,0.335157876
8.23E-07,0.340467107
8.24E-07,0.336875719
8.24E-07,0.343729858
8.25E-07,0.345660421
8.25E-07,0.347416231
8.26E-07,0.351670945
8.26E-07,0.353693956
8.27E-07,0.356160381
8.27E-07,0.358747239
8.28E-07,0.360325613
8.28E-07,0.362844688
8.29E-07,0.366912141
8.29E-07,0.368507456
8.30E-07,0.370693495
8.30E-07,0.371967312
8.31E-07,0.376877679
8.31E-07,0.379822993
8.32E-07,0.383862442
8.32E-07,0.385975267
8.33E-07,0.38866425
8.33E-07,0.391309934
8.34E-07,0.39478908
8.34E-07,0.39670724
8.35E-07,0.400171182
8.35E-07,0.402310639
8.36E-07,0.407130547
8.36E-07,0.40922001
8.37E-07,0.413141041
8.37E-07,0.417054897
8.38E-07,0.418286489
8.38E-07,0.422580829
8.39E-07,0.422714474
8.39E-07,0.427264421
8.40E-07,0.431901485
8.40E-07,0.43403213
8.41E-07,0.438981012
8.41E-07,0.443247765
8.42E-07,0.446095182
8.42E-07,0.447969576
8.43E-07,0.453460949
8.43E-07,0.455456933
8.44E-07,0.458212402
8.44E-07,0.462276512
8.45E-07,0.464969024
8.45E-07,0.47023806
8.46E-07,0.475443259
8.46E-07,0.477370108
8.47E-07,0.479654879
8.47E-07,0.483282413
8.48E-07,0.487157126
8.48E-07,0.494161285
8.49E-07,0.494426934
8.49E-07,0.500909223
8.50E-07,0.504336909
8.50E-07,0.508641478
8.51E-07,0.512165191
8.51E-07,0.518139639
8.52E-07,0.518617053
8.52E-07,0.526148623
8.53E-07,0.52777703
8.53E-07,0.534608515
8.54E-07,0.539906912
8.54E-07,0.544829156
8.55E-07,0.546772027
8.55E-07,0.55219215
8.56E-07,0.555835001
8.56E-07,0.560921931
8.57E-07,0.565714465
8.57E-07,0.569806085
8.58E-07,0.568850174
8.58E-07,0.581278053
8.59E-07,0.587253613
8.59E-07,0.586997568
8.60E-07,0.592387958
8.60E-07,0.598329911
8.61E-07,0.60212978
8.61E-07,0.609327325
8.62E-07,0.610995696
8.62E-07,0.616572591
8.63E-07,0.625184504
8.63E-07,0.627389202
8.64E-07,0.63207828
8.64E-07,0.640079753
8.65E-07,0.644343621
8.65E-07,0.649332063
8.66E-07,0.657983526
8.66E-07,0.661000776
8.67E-07,0.666995574
8.67E-07,0.671471432
8.68E-07,0.679677968
8.68E-07,0.685428521
8.69E-07,0.690016152
8.69E-07,0.69833931
8.70E-07,0.704755801
8.70E-07,0.710097716
8.71E-07,0.720828385
8.71E-07,0.725962908
8.72E-07,0.73117427
8.72E-07,0.740449065
8.73E-07,0.744408379
8.73E-07,0.75207494
8.74E-07,0.759791455
8.74E-07,0.767123607
8.75E-07,0.773579055
8.75E-07,0.782725852
8.76E-07,0.794995614
8.76E-07,0.800737645
8.77E-07,0.807945655
8.77E-07,0.813873295
8.78E-07,0.820319397
8.78E-07,0.832227301
8.79E-07,0.836464864
8.79E-07,0.848090819
8.80E-07,0.851610342
8.80E-07,0.864388528
8.81E-07,0.873120296
8.81E-07,0.886550435
8.82E-07,0.889718093
8.82E-07,0.901668318
8.83E-07,0.909851989
8.83E-07,0.91858394
8.84E-07,0.932839606
8.84E-07,0.93889125
8.85E-07,0.948651719
8.85E-07,0.951721903
8.86E-07,0.954125167
8.86E-07,0.960101849
8.87E-07,0.976314937
8.87E-07,0.975283539
8.88E-07,0.981190544
8.88E-07,0.977245521
8.89E-07,0.988656915
8.89E-07,0.995238969
8.90E-07,0.996959878
8.90E-07,0.995032717
8.91E-07,0.99535301
8.91E-07,0.995475803
8.92E-07,0.98734545
8.92E-07,0.986573403
8.93E-07,0.982019528
8.93E-07,0.978551006
8.94E-07,0.972776857
8.94E-07,0.965192573
8.95E-07,0.957882487
8.95E-07,0.951398653
8.96E-07,0.940553961
8.96E-07,0.931091768
8.97E-07,0.920116811
8.97E-07,0.917362089
8.98E-07,0.908663738
8.98E-07,0.897583365
8.99E-07,0.888181738
8.99E-07,0.880151222
9.00E-07,0.874104202
