lam,Gavg
6.80E-07,0.071136435
6.81E-07,0.071504244
6.81E-07,0.071833273
6.82E-07,0.0721693
6.82E-07,0.07253092
6.83E-07,0.072929966
6.83E-07,0.073278854
6.84E-07,0.073631478
6.84E-07,0.074020102
6.85E-07,0.074418602
6.85E-07,0.07477092
6.86E-07,0.075252031
6.86E-07,0.075695953
6.87E-07,0.076139293
6.87E-07,0.076537909
6.88E-07,0.076964133
6.88E-07,0.077420124
6.89E-07,0.077841812
6.89E-07,0.078233671
6.90E-07,0.078582967
6.90E-07,0.078900742
6.91E-07,0.079293734
6.91E-07,0.079669773
6.92E-07,0.080088697
6.92E-07,0.080449081
6.93E-07,0.0807714
6.93E-07,0.081133422
6.94E-07,0.081521169
6.94E-07,0.081916477
6.95E-07,0.082360089
6.95E-07,0.082838334
6.96E-07,0.083298512
6.96E-07,0.083697255
6.97E-07,0.08416098
6.97E-07,0.084649099
6.98E-07,0.085121924
6.98E-07,0.085604595
6.99E-07,0.0861165
6.99E-07,0.08645971
7.00E-07,0.086756566
7.00E-07,0.08711308
7.01E-07,0.08763188
7.01E-07,0.08806438
7.02E-07,0.088430669
7.02E-07,0.08880974
7.03E-07,0.0892167
7.03E-07,0.08964624
7.04E-07,0.090115763
7.04E-07,0.090613698
7.05E-07,0.091087522
7.05E-07,0.091475202
7.06E-07,0.091898772
7.06E-07,0.092346694
7.07E-07,0.092796734
7.07E-07,0.093248905
7.08E-07,0.093703224
7.08E-07,0.094159705
7.09E-07,0.094618364
7.09E-07,0.095079215
7.10E-07,0.095542275
7.10E-07,0.096007559
7.11E-07,0.096475084
7.11E-07,0.096944866
7.12E-07,0.097395033
7.12E-07,0.097849172
7.13E-07,0.098363562
7.13E-07,0.098859457
7.14E-07,0.099271046
7.14E-07,0.099689144
7.15E-07,0.100070219
7.15E-07,0.100470897
7.16E-07,0.100978129
7.16E-07,0.101459641
7.17E-07,0.101895404
7.17E-07,0.10241254
7.18E-07,0.102900519
7.18E-07,0.103452029
7.19E-07,0.103995317
7.19E-07,0.104568903
7.20E-07,0.105091275
7.20E-07,0.105619709
7.21E-07,0.106251594
7.21E-07,0.106882983
7.22E-07,0.107445428
7.22E-07,0.107989427
7.23E-07,0.108567641
7.23E-07,0.109127544
7.24E-07,0.109778556
7.24E-07,0.110381037
7.25E-07,0.11094927
7.25E-07,0.111429077
7.26E-07,0.111958884
7.26E-07,0.112527481
7.27E-07,0.113113438
7.27E-07,0.113700706
7.28E-07,0.114111935
7.28E-07,0.11452993
7.29E-07,0.114995939
7.29E-07,0.115465426
7.30E-07,0.115842379
7.30E-07,0.116262872
7.31E-07,0.116627817
7.31E-07,0.117047662
7.32E-07,0.117504075
7.32E-07,0.118062747
7.33E-07,0.118654497
7.33E-07,0.119241963
7.34E-07,0.119725671
7.34E-07,0.120290052
7.35E-07,0.120885602
7.35E-07,0.121522824
7.36E-07,0.122240081
7.36E-07,0.122777382
7.37E-07,0.123291114
7.37E-07,0.123787947
7.38E-07,0.124354754
7.38E-07,0.125026408
7.39E-07,0.12565542
7.39E-07,0.126239311
7.40E-07,0.126910859
7.40E-07,0.127507513
7.41E-07,0.128291783
7.41E-07,0.129114694
7.42E-07,0.129821708
7.42E-07,0.130540083
7.43E-07,0.131246361
7.43E-07,0.131934153
7.44E-07,0.132524605
7.44E-07,0.133042577
7.45E-07,0.133502482
7.45E-07,0.133814391
7.46E-07,0.134058327
7.46E-07,0.134389423
7.47E-07,0.134628764
7.47E-07,0.134840989
7.48E-07,0.135034931
7.48E-07,0.135039191
7.49E-07,0.134998222
7.49E-07,0.134927698
7.50E-07,0.134887794
7.50E-07,0.134835494
7.51E-07,0.134610243
7.51E-07,0.134435513
7.52E-07,0.134310276
7.52E-07,0.134160123
7.53E-07,0.134134073
7.53E-07,0.134276242
7.54E-07,0.134415618
7.54E-07,0.13465569
7.55E-07,0.134872644
7.55E-07,0.135211118
7.56E-07,0.135581859
7.56E-07,0.136051223
7.57E-07,0.136665157
7.57E-07,0.13742088
7.58E-07,0.138134273
7.58E-07,0.139131289
7.59E-07,0.140199039
7.59E-07,0.141366201
7.60E-07,0.142666154
7.60E-07,0.144030324
7.61E-07,0.145506718
7.61E-07,0.146930395
7.62E-07,0.148414384
7.62E-07,0.14992995
7.63E-07,0.151399054
7.63E-07,0.1530433
7.64E-07,0.154735559
7.64E-07,0.156352088
7.65E-07,0.15791677
7.65E-07,0.159469632
7.66E-07,0.161000562
7.66E-07,0.162567092
7.67E-07,0.16399754
7.67E-07,0.16538062
7.68E-07,0.166687885
7.68E-07,0.168111721
7.69E-07,0.169559165
7.69E-07,0.170918988
7.70E-07,0.172483127
7.70E-07,0.17404737
7.71E-07,0.175632721
7.71E-07,0.177286873
7.72E-07,0.178770086
7.72E-07,0.180187424
7.73E-07,0.181619022
7.73E-07,0.183111494
7.74E-07,0.18473748
7.74E-07,0.186182786
7.75E-07,0.187523332
7.75E-07,0.188562187
7.76E-07,0.1897659
7.76E-07,0.191099876
7.77E-07,0.192512493
7.77E-07,0.193883598
7.78E-07,0.195170767
7.78E-07,0.196352754
7.79E-07,0.197542696
7.79E-07,0.198901219
7.80E-07,0.200333025
7.80E-07,0.201758935
7.81E-07,0.203092237
7.81E-07,0.204370396
7.82E-07,0.20563311
7.82E-07,0.206835453
7.83E-07,0.208285276
7.83E-07,0.209713754
7.84E-07,0.211159403
7.84E-07,0.212453294
7.85E-07,0.213996512
7.85E-07,0.215562669
7.86E-07,0.217165652
7.86E-07,0.218906996
7.87E-07,0.220570175
7.87E-07,0.222023186
7.88E-07,0.223449633
7.88E-07,0.225107938
7.89E-07,0.226878215
7.89E-07,0.228551642
7.90E-07,0.230068875
7.90E-07,0.231507484
7.91E-07,0.232958346
7.91E-07,0.234360282
7.92E-07,0.235865105
7.92E-07,0.23748836
7.93E-07,0.238990059
7.93E-07,0.240406293
7.94E-07,0.241886793
7.94E-07,0.243408932
7.95E-07,0.24505867
7.95E-07,0.246935165
7.96E-07,0.248859136
7.96E-07,0.250703066
7.97E-07,0.252425737
7.97E-07,0.253989336
7.98E-07,0.256018287
7.98E-07,0.257747401
7.99E-07,0.259356911
7.99E-07,0.260983468
8.00E-07,0.262430191
8.00E-07,0.263866803
8.01E-07,0.265379861
8.01E-07,0.267060153
8.02E-07,0.26845089
8.02E-07,0.269920747
8.03E-07,0.271842188
8.03E-07,0.27374331
8.04E-07,0.275634641
8.04E-07,0.277615371
8.05E-07,0.279762598
8.05E-07,0.281636547
8.06E-07,0.28363245
8.06E-07,0.286021509
8.07E-07,0.287833071
8.07E-07,0.289626149
8.08E-07,0.291288905
8.08E-07,0.293008731
8.09E-07,0.294851128
8.09E-07,0.296937514
8.10E-07,0.299163924
8.10E-07,0.301058456
8.11E-07,0.302921135
8.11E-07,0.30503102
8.12E-07,0.306948625
8.12E-07,0.308777672
8.13E-07,0.310652961
8.13E-07,0.312289343
8.14E-07,0.314253157
8.14E-07,0.316128549
8.15E-07,0.31825765
8.15E-07,0.320402422
8.16E-07,0.322214109
8.16E-07,0.324466336
8.17E-07,0.327470857
8.17E-07,0.329798737
8.18E-07,0.332281472
8.18E-07,0.334827466
8.19E-07,0.337353918
8.19E-07,0.339579816
8.20E-07,0.342086222
8.20E-07,0.344698764
8.21E-07,0.346940451
8.21E-07,0.349058795
8.22E-07,0.351306075
8.22E-07,0.353492675
8.23E-07,0.355757669
8.23E-07,0.357976156
8.24E-07,0.359986365
8.24E-07,0.362429329
8.25E-07,0.364756514
8.25E-07,0.367094183
8.26E-07,0.369112379
8.26E-07,0.371788107
8.27E-07,0.374185481
8.27E-07,0.376728955
8.28E-07,0.379342316
8.28E-07,0.382089348
8.29E-07,0.384920042
8.29E-07,0.387866438
8.30E-07,0.390847761
8.30E-07,0.393867304
8.31E-07,0.396856058
8.31E-07,0.399856135
8.32E-07,0.403395588
8.32E-07,0.406535938
8.33E-07,0.409319188
8.33E-07,0.411911836
8.34E-07,0.414870059
8.34E-07,0.417861722
8.35E-07,0.420651492
8.35E-07,0.42355333
8.36E-07,0.425555611
8.36E-07,0.42799296
8.37E-07,0.430389881
8.37E-07,0.432925089
8.38E-07,0.435897886
8.38E-07,0.439065313
8.39E-07,0.442049802
8.39E-07,0.445331656
8.40E-07,0.448983592
8.40E-07,0.452428008
8.41E-07,0.456032729
8.41E-07,0.460260631
8.42E-07,0.464122844
8.42E-07,0.467570559
8.43E-07,0.470949762
8.43E-07,0.473960319
8.44E-07,0.477028712
8.44E-07,0.480398199
8.45E-07,0.483875547
8.45E-07,0.487613526
8.46E-07,0.491263527
8.46E-07,0.494490951
8.47E-07,0.497604625
8.47E-07,0.501814666
8.48E-07,0.506191016
8.48E-07,0.509731368
8.49E-07,0.51369596
8.49E-07,0.51742064
8.50E-07,0.520988559
8.50E-07,0.52544565
8.51E-07,0.530348468
8.51E-07,0.535101369
8.52E-07,0.53838668
8.52E-07,0.542260255
8.53E-07,0.546120501
8.53E-07,0.549678229
8.54E-07,0.553657586
8.54E-07,0.557782122
8.55E-07,0.56128245
8.55E-07,0.565482729
8.56E-07,0.569839815
8.56E-07,0.575211892
8.57E-07,0.580443849
8.57E-07,0.585421506
8.58E-07,0.590730219
8.58E-07,0.595892284
8.59E-07,0.600662376
8.59E-07,0.605008274
8.60E-07,0.60946738
8.60E-07,0.614058111
8.61E-07,0.617837917
8.61E-07,0.622680098
8.62E-07,0.627240083
8.62E-07,0.631832388
8.63E-07,0.63674486
8.63E-07,0.641673252
8.64E-07,0.646154725
8.64E-07,0.650403362
8.65E-07,0.65670284
8.65E-07,0.662203165
8.66E-07,0.66809088
8.66E-07,0.673302698
8.67E-07,0.678279443
8.67E-07,0.683617331
8.68E-07,0.691065641
8.68E-07,0.698707648
8.69E-07,0.704962712
8.69E-07,0.711537641
8.70E-07,0.717838841
8.70E-07,0.724613533
8.71E-07,0.731626526
8.71E-07,0.738933808
8.72E-07,0.744854908
8.72E-07,0.750755893
8.73E-07,0.757440449
8.73E-07,0.763692644
8.74E-07,0.770757422
8.74E-07,0.778581143
8.75E-07,0.785962087
8.75E-07,0.793410766
8.76E-07,0.800985544
8.76E-07,0.807854786
8.77E-07,0.814536551
8.77E-07,0.822353973
8.78E-07,0.830215017
8.78E-07,0.837812127
8.79E-07,0.846601814
8.79E-07,0.855526324
8.80E-07,0.863951745
8.80E-07,0.873295874
8.81E-07,0.88259689
8.81E-07,0.892304108
8.82E-07,0.900980046
8.82E-07,0.90977031
8.83E-07,0.917724338
8.83E-07,0.925165763
8.84E-07,0.933887804
8.84E-07,0.941144778
8.85E-07,0.949537294
8.85E-07,0.956645436
8.86E-07,0.963087183
8.86E-07,0.971138255
8.87E-07,0.978284815
8.87E-07,0.983891895
8.88E-07,0.988187103
8.88E-07,0.992465199
8.89E-07,0.994623664
8.89E-07,0.997498498
8.90E-07,0.999691116
8.90E-07,0.99863639
8.91E-07,0.996204416
8.91E-07,0.994278594
8.92E-07,0.992306913
8.92E-07,0.988692995
8.93E-07,0.984989604
8.93E-07,0.979927323
8.94E-07,0.974899413
8.94E-07,0.968812153
8.95E-07,0.962493341
8.95E-07,0.956230821
8.96E-07,0.949699738
8.96E-07,0.943080309
8.97E-07,0.935197654
8.97E-07,0.926894074
8.98E-07,0.918184029
8.98E-07,0.90922831
8.99E-07,0.901271575
8.99E-07,0.892523976
9.00E-07,0.884469355
