Data from JAZA31041_14-59-40-440.txt Node
Date: Tue Feb 07 14:59:40 PST 2023
User: baumgardner
Spectrometer: JAZA3104
Trigger mode: 0
Integration Time (sec): 4.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
188.763	-75.21
189.222	-75.21
189.681	-75.21
190.14	-45.36
190.599	-14.58
191.057	22.27
191.516	-21.11
191.975	-9.45
192.434	-3.85
192.893	5.01
193.351	26
193.81	16.21
194.269	-6.65
194.727	10.61
195.186	33.93
195.644	-4.31
196.103	32.53
196.561	33.93
197.019	9.68
197.478	-2.45
197.936	-2.92
198.394	-8.98
198.853	8.75
199.311	4.08
199.769	15.74
200.227	101.57
200.685	106.23
201.143	118.36
201.601	127.69
202.059	94.1
202.517	120.69
202.975	131.42
203.433	136.08
203.89	101.57
204.348	85.71
204.806	114.16
205.264	95.04
205.721	115.56
206.179	78.25
206.636	114.63
207.094	49.33
207.551	72.18
208.009	103.43
208.466	98.77
208.924	100.63
209.381	82.91
209.838	75.91
210.295	113.23
210.753	127.69
211.21	107.63
211.667	121.62
212.124	101.57
212.581	137.48
213.038	138.88
213.495	119.76
213.952	104.37
214.409	95.04
214.866	113.23
215.322	103.43
215.779	71.72
216.236	111.83
216.692	107.63
217.149	114.63
217.606	92.24
218.062	94.57
218.519	111.83
218.975	116.03
219.432	104.83
219.888	73.58
220.344	54.92
220.801	86.64
221.257	85.71
221.713	65.65
222.17	93.17
222.626	90.37
223.082	109.96
223.538	95.97
223.994	92.71
224.45	115.56
224.906	99.7
225.362	90.37
225.818	144.95
226.274	140.28
226.729	81.98
227.185	99.24
227.641	91.31
228.096	126.29
228.552	107.16
229.008	118.36
229.463	120.69
229.919	81.98
230.374	114.16
230.83	86.18
231.285	62.85
231.74	135.62
232.196	68.92
232.651	103.43
233.106	108.1
233.562	93.64
234.017	81.98
234.472	131.89
234.927	112.76
235.382	112.3
235.837	107.63
236.292	89.91
236.747	90.84
237.202	123.02
237.657	138.88
238.111	102.5
238.566	87.57
239.021	118.36
239.475	145.88
239.93	133.29
240.385	98.77
240.839	110.9
241.294	122.09
241.748	111.36
242.203	101.57
242.657	138.42
243.111	126.76
243.566	132.35
244.02	130.49
244.474	101.1
244.928	76.85
245.383	101.57
245.837	94.57
246.291	123.02
246.745	97.84
247.199	86.18
247.653	109.5
248.107	74.98
248.561	67.52
249.014	79.64
249.468	102.5
249.922	103.43
250.376	71.72
250.829	105.77
251.283	118.36
251.736	105.77
252.19	129.09
252.643	111.36
253.097	109.96
253.55	91.77
254.004	119.29
254.457	106.7
254.91	71.72
255.364	149.14
255.817	98.77
256.27	85.24
256.723	60.99
257.176	132.82
257.629	120.69
258.082	63.79
258.535	108.1
258.988	122.56
259.441	90.37
259.894	95.97
260.347	118.36
260.8	81.04
261.252	88.97
261.705	150.54
262.158	114.16
262.61	99.7
263.063	108.1
263.515	145.88
263.968	165.94
264.42	74.98
264.873	116.96
265.325	112.3
265.777	99.7
266.23	80.58
266.682	103.43
267.134	135.15
267.586	147.28
268.038	126.29
268.49	125.36
268.942	95.97
269.394	147.28
269.846	97.37
270.298	69.38
270.75	81.04
271.202	94.1
271.654	126.76
272.106	146.35
272.557	106.7
273.009	101.57
273.461	134.22
273.912	105.3
274.364	81.04
274.815	95.04
275.267	76.85
275.718	64.72
276.169	115.56
276.621	112.76
277.072	76.85
277.523	126.29
277.974	115.56
278.426	128.62
278.877	121.62
279.328	111.36
279.779	115.09
280.23	108.1
280.681	110.9
281.132	90.84
281.583	103.9
282.034	131.42
282.484	81.51
282.935	144.01
283.386	125.36
283.836	141.68
284.287	99.7
284.738	112.76
285.188	80.58
285.639	126.76
286.089	131.42
286.54	71.72
286.99	101.57
287.44	74.51
287.891	109.5
288.341	89.44
288.791	101.57
289.241	110.43
289.691	99.7
290.142	89.91
290.592	86.18
291.042	66.12
291.492	77.31
291.942	98.3
292.391	94.1
292.841	96.9
293.291	121.16
293.741	94.57
294.191	108.56
294.64	94.1
295.09	87.11
295.539	84.31
295.989	95.97
296.439	75.91
296.888	122.09
297.337	120.23
297.787	98.3
298.236	93.17
298.686	88.04
299.135	111.36
299.584	102.97
300.033	114.63
300.482	87.57
300.931	95.5
301.38	136.08
301.829	118.36
302.278	100.17
302.727	119.76
303.176	88.04
303.625	97.37
304.074	91.77
304.523	108.56
304.971	115.56
305.42	148.68
305.869	127.69
306.317	113.7
306.766	131.42
307.214	148.68
307.663	141.68
308.111	134.22
308.56	122.56
309.008	108.1
309.456	83.38
309.905	99.24
310.353	82.91
310.801	116.49
311.249	110.9
311.697	91.77
312.145	174.33
312.593	83.38
313.041	92.24
313.489	124.89
313.937	86.18
314.385	86.64
314.833	85.24
315.28	144.48
315.728	91.77
316.176	102.97
316.623	99.7
317.071	143.08
317.519	83.38
317.966	79.64
318.414	124.89
318.861	130.95
319.308	74.51
319.756	126.76
320.203	108.1
320.65	121.16
321.097	131.89
321.545	143.08
321.992	151.01
322.439	110.9
322.886	123.49
323.333	94.1
323.78	107.16
324.227	117.89
324.674	111.36
325.12	130.49
325.567	158.01
326.014	97.37
326.461	81.04
326.907	90.37
327.354	127.22
327.8	109.5
328.247	79.64
328.693	102.03
329.14	106.7
329.586	69.85
330.033	82.44
330.479	34.4
330.925	95.04
331.372	127.22
331.818	111.36
332.264	119.29
332.71	127.69
333.156	106.7
333.602	110.43
334.048	126.76
334.494	113.23
334.94	105.77
335.386	118.83
335.832	106.7
336.277	104.37
336.723	126.76
337.169	141.22
337.614	112.3
338.06	109.03
338.505	74.98
338.951	89.91
339.396	101.1
339.842	118.36
340.287	110.9
340.733	124.89
341.178	108.1
341.623	111.36
342.068	100.17
342.514	121.16
342.959	121.16
